Id,Sentence,Entity_1,Entity_2,Relation
2521,"The failures -- either receiverships or debt moratoriums agreed with investors -- put at risk NZ$6 billion of deposits and affected at least 150,000 people, the report said.",receiverships or deb moratoriums,deposits,affects
2522,"Insurance Transition Obama's extension affects only a small slice of Americans, who typically use these plans for less than a year as a stopgap policy between jobs.",insurance transition extension,citizens,affects
2523,"The cuts affect four of the company's five business segments, sparing only aeronautics, which accounts for 30 percent of the largest U.S. government contractor's sales and includes the F-35 jet, the Pentagon's most expensive weapons program.",cuts,businesses,affects
2524,"While large crowds seeking to leave thronged the airport at Tacloban city, which bore the brunt of the storm, incoming military flights carried teams of aid workers who started to fan out into affected areas as officials sought to clear roads and bring in trucks to carry supplies from the airport.",storms,areas,affects
2525,"No other approved treatments exist for the condition called non-24-hour disorder, which affects about 80,000 totally blind people in the U.S., Rockville, Maryland-based Vanda said.",non-24-hour disorder,blind people,affects
2526,"The gearbox-lubricant fault particularly affects vehicles driving in hot and humid weather in urban areas with a lot of stop-and-go traffic, Volkswagen said yesterday.",gearbox-lubricant fault,vehicles,affects
2528,"""This is a new charge and we don't know yet how it will affect the market."" SolarCity and Sunrun are among the companies that offer rooftop systems to consumers at little to no upfront costs.",charges,markets,affects
2529,"Though it came at a bad moment for the markets, soon after the Standard & Poor's downgrade of U.S. debt, Chevallier's post did not seriously affect SocGen's stock price.",downgrade of U.S. debt,stock prices,affects
2530,"The change affects collateral posted in the swaps and futures markets, where outstanding contracts have a notional value of about $430 trillion, he said yesterday.",change,colateral,affects
2531,"Plugging Away The closely held company has been making hydrants for more than a century, he said, and the EPA's ruling already is affecting production.",EPA's ruling,production,affects
2532,Bradbery confirmed nearly all the affected staff have already been informed about these redundancies.,redundancies,staff,affects
2533,"""Patients are affected as early detection of most diseases assisted by using nuclear medicine greatly enhances the possibility of early and accurate diagnosis,"" Robertson said.",diseases,patients,affects
2534,"""This fix won't solve every problem for every person, but it's going to help a lot of people."" Obama's extension affects only a small slice of insured Americans, those with individual health plans rather than coverage through a company's group plan or a government program such as Medicaid and Medicare.",extensions,citizens,affects
2535,"""The federal government's inability to come together is really affecting everyday residents."" Defense spending , once sacrosanct for its role in national security and its political appeal as a job creator, has increasingly become a target for lawmakers looking for ways to reduce the federal deficit without raising taxes or shredding the safety net for poorer Americans.",government's inability,residents,affects
2537,"The storm left 12,501 people injured and 1,186 missing, with more than 9.8 million people affected, of whom 3.06 million were displaced, according to the National Disaster Risk Reduction and Management Council's 6 p.m. bulletin.",storm,people,affects
2538,"About 5 million children were affected by the storm and require immediate support, Unicef's Chaiban told reporters in New York yesterday.",storm,children,affects
2539,"Those numbers mean it's just not credible for many of the people affected by HS2 to threaten to vote their lawmakers out of office, unlike the voters in swing seats in west London who have successfully objected to the expansion of Heathrow airport.",HS2,people,affects
2540,"While the agency may have wanted to avoid volatility in the rand by publishing the data in after-hours trading on local financial markets, there is still uncertainty over how the adjustments will affect other economic data, she said.",adjustments,economic data,affects
